-4.953045238074529344e+00,1.512691357432939654e+01
-4.812101995636448137e+00,1.228534586111280547e+01
-4.798924538125064032e+00,1.678891343771018541e+01
-4.797816025596742584e+00,1.366438298469472556e+01
-4.608122077456792809e+00,1.111083571439902862e+01
-4.397745283707301667e+00,1.303943888545706109e+01
-4.358525036512156170e+00,7.194750967503788175e+00
-4.289639418021130801e+00,1.002819314431250319e+01
-4.128707002984592478e+00,1.329491467693448925e+01
-4.060594892415583246e+00,9.288316957704747523e+00
-4.039015921060369330e+00,1.245195431722992474e+01
-4.028987242069387520e+00,1.050296827714850245e+01
-3.979551892519719303e+00,7.269410984124470509e+00
-3.896248588356948872e+00,8.330997685757767002e+00
-3.817255741310667805e+00,1.047672155737270216e+01
-3.812722810457559675e+00,1.065267605655925109e+01
-3.798034387868311157e+00,1.037980248340749867e+01
-3.710737023451466943e+00,1.053183121887557405e+01
-3.682021375956078479e+00,1.031267988990638074e+01
-3.618170486513862194e+00,7.644038661228142573e+00
-3.566467125909535962e+00,1.191963635008051092e+01
-3.410304163544802591e+00,5.446494160180012756e+00
-3.386904821150037215e+00,5.941629040716504662e+00
-3.168086379928831686e+00,8.549323144617543946e+00
-3.034176383199465032e+00,6.314019646718639578e+00
-2.911232439051652854e+00,3.933367052850833101e+00
-2.896174389261591209e+00,-2.273132990708441437e+00
-2.555744079983972572e+00,2.257917320589703181e+00
-2.467083974602179097e+00,-5.792222853844002373e-01
-2.354443878953730085e+00,1.397331117639298625e+00
-2.346105090605545840e+00,-7.156646829837127299e+00
-2.171930374235904182e+00,-1.188496033634248050e+00
-2.105939070527989010e+00,-8.729691003278572836e+00
-2.038598024778550677e+00,-4.717427013040557782e+00
-1.845716490758161576e+00,-1.106985096952385561e+01
-1.820168206060239768e+00,-3.982918558619440219e+00
-1.814310475486763607e+00,-4.423343105949532728e+00
-1.404920994262139899e+00,-6.507619441020119133e+00
-1.362892290573773924e+00,-7.782303112633054631e+00
-1.312748293390359144e+00,-1.068324015033500451e+01
-1.165584811742222726e+00,-2.610034463164463858e+00
-8.573700548533000898e-01,1.033091030520267850e-01
-8.533806000947645742e-01,2.864081486554469258e+00
-7.634520066109526937e-01,6.054749804275603609e+00
-6.296804620065854508e-01,9.864452424595155478e+00
-6.241278873730751187e-01,8.782426398963137260e+00
-6.139848653767963071e-01,5.522700845901340472e-01
-4.384966778345145144e-01,7.726102637958798702e+00
-3.852063774706815380e-01,1.254333306482038957e+01
-3.368922714369375626e-01,7.956657308624807357e+00
-3.134879835229842371e-01,1.192505171370470052e+01
2.184832175007169752e-01,1.342568348482126339e+01
2.324805346669966966e-01,1.489692526503836412e+01
2.889491975290443548e-01,1.308808612487985812e+01
4.488318299689684210e-01,2.052373905948522648e+01
4.881350392732475285e-01,1.469758678333358404e+01
6.660145420657510584e-01,1.517031871843641255e+01
6.804456109393228758e-01,2.092762223429711099e+01
6.843394886864846427e-01,1.867183892372922216e+01
7.019677041787968363e-01,1.185835553736887960e+01
7.594649555617927206e-01,1.288771222712431452e+01
8.651293481008313080e-01,1.685962918996538917e+01
1.027633760716438971e+00,1.542285134910037137e+01
1.048455197450460119e+00,1.189919105528544030e+01
1.120957227224214314e+00,1.841092543111440705e+01
1.169339968747569181e+00,1.491305843785951524e+01
1.176354970758771046e+00,1.408753799866051537e+01
1.399210213275238424e+00,1.345041441421207296e+01
1.458941130666561392e+00,1.461593878329095197e+01
1.531083254653983872e+00,1.021062317543982090e+01
1.563295894652734219e+00,1.099763301966008733e+01
1.667667154456676570e+00,8.974604757793168019e+00
1.674103799636816881e+00,8.734676746977644513e+00
1.706378696181594101e+00,1.630758727503388883e+01
1.818202991034834071e+00,1.431218585425310863e+01
1.924721193700198896e+00,1.190744038484719880e+01
1.976311959272648799e+00,9.290298944357315847e+00
2.151893663724194994e+00,9.246398186331378000e+00
2.163272041185654970e+00,7.239516799930957092e+00
2.392635793983016512e+00,9.651813236526912476e+00
2.742336894342166431e+00,5.884215302506945910e+00
2.781567509498504620e+00,9.438277105509856213e+00
2.805291762864554173e+00,6.073362596980333095e+00
2.917250380826645895e+00,3.207577500960888450e+00
2.991585642167235548e+00,1.025108805166809134e+00
3.209932298479351687e+00,-6.603362816538986824e-01
3.289400292173631613e+00,4.607472990655738343e+00
3.326198455479380200e+00,1.943974599140684933e+00
3.379449074988038149e+00,2.175758766653501652e+00
3.700121482468190948e+00,2.290723539246167562e+00
3.917730007820797056e+00,1.392189869454668383e+00
4.255966382926610336e+00,-8.793244600935352651e+00
4.292961975762141336e+00,-4.622136334126089707e+00
4.437480785146242113e+00,-9.674902752036356191e+00
4.446689170495838894e+00,-1.215903146140482249e+01
4.636627605010293252e+00,-5.467403386269102938e+00
4.764594650133957998e+00,-9.647932553006508982e+00
4.767610881903371123e+00,-9.001806661027810463e+00
4.786183422327640713e+00,-6.874633354306159738e+00
4.883738380592262729e+00,-3.846333383521580274e+00
